CAS #,Formatted CAS #,Substance Name,Acidification Air (kg SO2 eq / kg substance),"Ecotox. CF [CTUeco/kg], Em.airU, freshwater","Ecotox. CF [CTUeco/kg], Em.airC, freshwater","Ecotox. CF [CTUeco/kg], Em.fr.waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.sea waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.nat.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.agr.soilC, freshwater",CF Flag Ecotox,Global Climate Air (kg CO2 eq / kg substance),"Human health CF  [CTUcancer/kg], Emission to urban air, cancer","Human health CF  [CTUnoncancer/kg], Emission to urban air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. rural air, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. rural air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. freshwater, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. freshwater, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. sea water, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. sea water, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. natural soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. natural soil, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. agric. Soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. agric. Soil, non-canc.",CF Flag HH carcinogenic,CF Flag HH non-carcinogenic,HH Particulate Air (PM2.5 eq / kg substance),Ozone Depletion Air (kg CFC-11 eq / kg substance),Photochemical Oxidation Formation Air (kg O3 eq / kg substance),
59927,59-92-7,DOPA,n/a,1.08E+03,5.33E+02,4.69E+04,1.07E-08,3.27E+03,3.27E+03,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
60004,60-00-4,ETHYLENEDIAMINE TETRAACETIC ACID,n/a,1.14E+00,2.53E-01,6.28E+01,1.13E-13,8.81E-01,8.81E-01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
60093,60-09-3,4-AMINOAZOBENZENE,n/a,7.35E+02,2.95E+02,3.47E+04,1.18E-02,3.75E+02,3.75E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
60117,60-11-7,DIMETHYLAMINOAZOBENZENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.95E-06,n/a,2.67E-06,n/a,1.46E-04,n/a,2.92E-06,n/a,2.24E-06,n/a,1.43E-05,n/a,Recommended,n/a,n/a,n/a,n/a,
60128,60-12-8,2-PHENYLETHANOL,n/a,3.32E+00,2.86E+00,5.47E+01,1.28E-03,7.48E+00,7.48E+00,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
60242,60-24-2,"ETHANOL, 2-MERCAPTO-",n/a,1.97E+01,1.67E+01,5.24E+02,6.13E-03,1.46E+02,1.46E+02,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
60297,60-29-7,DIETHYL ETHER,n/a,1.81E-03,1.83E-03,3.03E+00,1.74E-04,1.97E-01,1.97E-01,Interim,n/a,n/a,1.25E-08,n/a,7.03E-10,n/a,4.84E-09,n/a,8.50E-11,n/a,8.25E-10,n/a,1.54E-09,n/a,Recommended,n/a,n/a,3.76E+00,
60344,60-34-4,METHYLHYDRAZINE,n/a,5.77E+01,4.49E+01,9.35E+03,3.13E-01,1.54E+03,1.54E+03,Interim,n/a,5.46E-06,n/a,1.53E-07,n/a,8.63E-06,n/a,7.32E-09,n/a,1.45E-06,n/a,2.27E-06,n/a,Interim,n/a,n/a,n/a,n/a,
60355,60-35-5,ACETAMIDE,n/a,5.93E-01,5.83E-01,2.64E+00,1.81E-06,7.90E-01,7.90E-01,Recommended,n/a,3.36E-07,n/a,1.97E-07,n/a,2.49E-07,n/a,4.26E-11,n/a,7.49E-08,n/a,1.11E-07,n/a,Recommended,n/a,n/a,n/a,n/a,
60515,60-51-5,DIMETHOATE,n/a,6.34E+02,4.96E+02,1.79E+04,1.72E-04,3.62E+03,3.62E+03,Recommended,n/a,n/a,2.38E-06,n/a,5.21E-07,n/a,4.17E-06,n/a,1.25E-09,n/a,8.43E-07,n/a,1.59E-06,n/a,Recommended,n/a,n/a,n/a,
60548,60-54-8,TETRACYCLINE,n/a,5.90E+01,5.78E+01,2.49E+02,1.24E-18,6.88E+01,6.88E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
60560,60-56-0,METHIMAZOLE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.77E-05,n/a,2.96E-06,n/a,3.94E-05,n/a,6.71E-09,n/a,8.57E-06,n/a,1.34E-05,n/a,Recommended,n/a,n/a,n/a,n/a,
60571,60-57-1,DIELDRIN,n/a,7.73E+03,5.88E+03,6.14E+05,4.47E+02,5.16E+03,5.16E+03,Recommended,n/a,5.20E-04,1.18E-03,4.54E-04,1.03E-03,9.52E-03,2.16E-02,8.64E-04,1.96E-03,1.22E-04,2.77E-04,1.96E-04,4.46E-04,Recommended,Recommended,n/a,n/a,n/a,
60800,60-80-0,ANTIPYRINE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.65E-08,n/a,7.53E-09,n/a,3.64E-08,n/a,7.55E-12,n/a,1.89E-09,n/a,3.28E-09,n/a,Recommended,n/a,n/a,n/a,n/a,
61734,61-73-4,METHYLENE BLUE,n/a,1.73E+01,2.99E+00,9.78E+02,9.07E-08,4.03E+00,4.03E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
61825,61-82-5,AMITROLE,n/a,1.28E+02,1.20E+02,9.81E+02,5.30E-08,1.89E+02,1.89E+02,Recommended,n/a,5.23E-06,7.14E-06,2.71E-06,3.70E-06,4.60E-06,6.28E-06,2.64E-09,3.60E-09,8.86E-07,1.21E-06,1.32E-06,1.80E-06,Recommended,Recommended,n/a,n/a,n/a,
61949,61-94-9,ARECOLINE.HCL,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.12E-06,n/a,3.12E-07,n/a,4.30E-06,n/a,2.80E-09,n/a,1.17E-06,n/a,1.63E-06,n/a,Interim,n/a,n/a,n/a,n/a,
62237,62-23-7,P-NITROBENZOIC ACID,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.71E-07,n/a,2.88E-07,n/a,3.33E-07,n/a,2.18E-10,n/a,9.13E-08,n/a,1.78E-07,n/a,Interim,n/a,n/a,n/a,n/a,
62384,62-38-4,PHENYLMERCURIC ACETATE,n/a,6.17E+04,5.87E+04,3.83E+05,9.75E-02,7.35E+04,7.35E+04,Interim,n/a,n/a,1.20E-03,n/a,8.84E-04,n/a,1.24E-03,n/a,2.97E-07,n/a,2.38E-04,n/a,3.77E-04,n/a,Interim,n/a,n/a,n/a,
62442,62-44-2,PHENACETIN,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.03E-08,n/a,3.11E-08,n/a,9.85E-08,n/a,4.90E-10,n/a,2.22E-08,n/a,3.78E-08,n/a,Recommended,n/a,n/a,n/a,n/a,
62533,62-53-3,ANILINE,n/a,3.01E+00,1.58E+00,6.31E+02,5.92E-03,6.68E+01,6.68E+01,Recommended,n/a,3.53E-08,1.74E-06,7.61E-10,3.76E-08,6.91E-08,3.41E-06,2.65E-11,1.31E-09,7.41E-09,3.66E-07,1.21E-08,5.97E-07,Recommended,Recommended,n/a,n/a,n/a,
62555,62-55-5,THIOACETAMIDE,n/a,6.29E+00,5.31E+00,2.54E+02,1.18E-02,5.47E+01,5.47E+01,Interim,n/a,5.72E-06,n/a,5.74E-07,n/a,8.60E-06,n/a,6.65E-09,n/a,1.94E-06,n/a,2.87E-06,n/a,Interim,n/a,n/a,n/a,n/a,
62566,62-56-6,THIOUREA,n/a,1.22E+01,1.09E+01,2.17E+02,4.47E-05,5.64E+01,5.64E+01,Recommended,n/a,3.39E-07,n/a,9.98E-08,n/a,4.85E-07,n/a,1.81E-10,n/a,1.26E-07,n/a,1.87E-07,n/a,Recommended,n/a,n/a,n/a,n/a,
62737,62-73-7,DICHLORVOS,n/a,3.85E+04,3.38E+04,7.26E+05,6.47E+01,1.35E+05,1.35E+05,Recommended,n/a,2.34E-06,8.77E-05,2.28E-06,1.13E-05,2.18E-05,6.16E-05,1.89E-08,6.25E-08,4.25E-06,1.28E-05,5.77E-06,1.71E-05,Recommended,Recommended,n/a,n/a,n/a,
62759,62-75-9,N-NITROSODIMETHYLAMINE,n/a,1.91E+00,1.83E+00,2.51E+01,1.55E-02,5.82E+00,5.82E+00,Recommended,n/a,4.12E-04,n/a,1.27E-04,n/a,7.92E-04,n/a,1.24E-06,n/a,2.01E-04,n/a,2.49E-04,n/a,Recommended,n/a,n/a,n/a,n/a,
62760,62-76-0,SODIUM OXALATE,n/a,1.69E+00,1.64E+00,7.64E+00,5.59E-12,1.84E+00,1.84E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
63058,63-05-8,ANDROSTENEDIONE,n/a,8.53E+01,2.10E+01,4.79E+03,1.13E-03,4.50E+01,4.50E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
63252,63-25-2,CARBARYL,n/a,1.65E+03,1.13E+03,4.60E+04,1.29E-02,3.07E+03,3.07E+03,Recommended,n/a,3.26E-06,2.41E-06,1.62E-06,1.20E-06,7.09E-06,5.26E-06,1.25E-08,9.24E-09,4.75E-07,3.52E-07,1.02E-06,7.57E-07,Recommended,Recommended,n/a,n/a,n/a,
64006,64-00-6,N-METHYL O-(3-IPRPHENYL)CARBAMATE,n/a,4.63E+03,4.35E+03,3.67E+05,1.09E+02,3.01E+04,3.01E+04,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
64028,64-02-8,"EDTA, SODIUM SALT",n/a,1.20E+00,2.75E-01,6.65E+01,2.92E-16,9.32E-01,9.32E-01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
64175,64-17-5,ETHANOL,n/a,1.54E-01,1.51E-01,3.11E+00,9.83E-04,6.04E-01,6.04E-01,Recommended,n/a,3.64E-09,n/a,6.38E-10,n/a,2.54E-09,n/a,4.64E-12,n/a,6.35E-10,n/a,1.06E-09,n/a,Recommended,n/a,n/a,n/a,1.53E+00,
64186,64-18-6,FORMIC ACID,n/a,9.20E+00,8.96E+00,4.44E+01,2.15E-03,1.12E+01,1.12E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.60E-02,
64197,64-19-7,ACETIC ACID,n/a,1.05E+01,1.02E+01,4.98E+01,1.35E-03,1.26E+01,1.26E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.85E-01,
64755,64-75-5,AMYCIN HYDROCHLORIDE,n/a,2.74E+03,2.66E+03,1.31E+04,8.30E-26,3.11E+03,3.11E+03,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
65305,65-30-5,NICOTINE SULFATE,n/a,7.87E+01,4.10E+01,2.71E+03,1.73E-10,2.27E+00,2.27E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
65452,65-45-2,O-HYDROXYBENZAMIDE,n/a,1.51E+00,1.18E+00,1.61E+02,5.02E-03,2.26E+01,2.26E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
65850,65-85-0,BENZOIC ACID,n/a,3.99E+01,3.72E+01,2.89E+02,2.49E-03,4.16E+01,4.16E+01,Interim,n/a,n/a,3.51E-07,n/a,1.94E-07,n/a,2.82E-07,n/a,1.78E-10,n/a,4.36E-08,n/a,9.84E-08,n/a,Interim,n/a,n/a,n/a,
66228,66-22-8,URACIL,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.38E-08,n/a,3.71E-08,n/a,6.82E-08,n/a,4.00E-11,n/a,1.95E-08,n/a,2.89E-08,n/a,Interim,n/a,n/a,n/a,n/a,
66251,66-25-1,HEXANAL,n/a,2.08E-01,2.17E-01,1.86E+02,9.92E-03,1.81E+01,1.81E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.35E+00,
66273,66-27-3,METHYL METHANE SULFONATE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.98E-06,n/a,1.53E-06,n/a,2.51E-06,n/a,7.43E-10,n/a,7.84E-07,n/a,1.11E-06,n/a,Recommended,n/a,n/a,n/a,n/a,
66762,66-76-2,DICOUMAROL,n/a,4.45E+02,4.07E+02,3.67E+03,4.78E-14,4.25E+02,4.25E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
66819,66-81-9,CYCLOHEXIMIDE,n/a,8.05E+03,7.99E+03,2.80E+04,1.97E-10,9.71E+03,9.71E+03,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
67209,67-20-9,NITROFURANTOIN,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.30E-07,n/a,1.87E-07,n/a,5.74E-07,n/a,1.08E-10,n/a,6.97E-08,n/a,9.03E-08,n/a,Recommended,n/a,n/a,n/a,n/a,
67210,67-21-0,"DL-HOMOCYSTEINE, S-ETHYL-",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.91E-06,n/a,7.17E-07,n/a,4.69E-06,n/a,2.74E-09,n/a,9.46E-07,n/a,1.38E-06,n/a,Interim,n/a,n/a,n/a,n/a,
67436,67-43-6,DIETHYLENETRIAMINEPENTAACETIC ACID,n/a,8.06E-01,3.01E-01,3.84E+01,2.76E-18,4.82E-02,4.82E-02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
67458,67-45-8,FURAZOLIDONE,n/a,2.19E+03,1.19E+03,8.05E+04,3.05E-03,1.78E+03,1.78E+03,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
67470,67-47-0,"2-FURALDEHYDE, 5-HYDROXYMETHYL-",n/a,2.29E+01,2.12E+01,4.09E+02,8.91E-05,1.32E+02,1.32E+02,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
67481,67-48-1,CHOLINE CHLORIDE,n/a,1.57E+00,1.50E+00,1.49E+01,2.30E-13,4.73E+00,4.73E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
67561,67-56-1,METHANOL,n/a,2.26E-01,2.22E-01,2.65E+00,1.49E-03,5.11E-01,5.11E-01,Recommended,n/a,n/a,1.63E-08,n/a,4.13E-09,n/a,1.05E-08,n/a,2.96E-11,n/a,2.93E-09,n/a,4.53E-09,n/a,Recommended,n/a,n/a,6.72E-01,
67630,67-63-0,ISOPROPANOL,n/a,8.05E-02,7.94E-02,2.46E+00,1.22E-03,5.63E-01,5.63E-01,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.14E-01,
67641,67-64-1,ACETONE,n/a,7.93E-02,7.90E-02,1.21E+00,3.55E-03,2.57E-01,2.57E-01,Recommended,n/a,n/a,9.67E-09,n/a,2.83E-09,n/a,5.86E-09,n/a,1.28E-10,n/a,2.20E-09,n/a,3.19E-09,n/a,Recommended,n/a,n/a,3.56E-01,
67663,67-66-3,CHLOROFORM,n/a,2.82E-01,2.82E-01,4.12E+01,5.35E-02,2.09E+00,2.09E+00,Recommended,3.10E+01,2.99E-07,1.71E-06,1.62E-07,9.27E-07,3.90E-07,1.17E-06,3.45E-08,1.80E-07,1.48E-07,7.95E-07,1.89E-07,8.55E-07,Recommended,Recommended,n/a,n/a,2.15E-02,
67685,67-68-5,DIMETHYL SULFOXIDE,n/a,4.08E-02,3.71E-02,8.04E-01,1.15E-07,2.49E-01,2.49E-01,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.68E+00,
67721,67-72-1,HEXACHLOROETHANE,n/a,4.28E+01,4.27E+01,1.91E+03,1.95E+01,1.35E+02,1.35E+02,Recommended,n/a,2.76E-06,3.39E-05,2.26E-06,2.77E-05,3.60E-06,4.42E-05,1.38E-06,1.69E-05,1.95E-06,2.40E-05,3.12E-06,3.84E-05,Recommended,Recommended,n/a,n/a,n/a,
68042,68-04-2,SODIUM CITRATE,n/a,4.21E-01,3.98E-01,2.60E+00,5.29E-16,4.46E-01,4.46E-01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
68111,68-11-1,MERCAPTOACETIC ACID,n/a,2.16E+01,1.92E+01,3.83E+02,2.32E-04,9.55E+01,9.55E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
68122,68-12-2,"N,N'-DIMETHYLFORMAMIDE",n/a,3.02E-01,2.89E-01,3.13E+00,4.46E-05,9.62E-01,9.62E-01,Recommended,n/a,n/a,2.72E-06,n/a,8.95E-07,n/a,3.30E-06,n/a,6.96E-10,n/a,1.06E-06,n/a,1.54E-06,n/a,Recommended,n/a,n/a,n/a,
68359,68-35-9,SULFADIAZINE,n/a,6.19E+02,5.17E+02,1.17E+04,3.78E-05,1.92E+03,1.92E+03,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
68893,68-89-3,DIPYRONE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.38E-07,n/a,2.72E-07,n/a,2.65E-07,n/a,4.92E-11,n/a,8.97E-08,n/a,1.10E-07,n/a,Interim,n/a,n/a,n/a,n/a,
69534,69-53-4,AMPICILLIN,n/a,4.50E+01,4.22E+01,3.07E+02,1.59E-12,4.64E+01,4.64E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
69727,69-72-7,SALICYLIC ACID,n/a,1.35E+01,1.22E+01,1.61E+02,1.52E-04,2.82E+01,2.82E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
70257,70-25-7,N-NITROSO-N-METHYL-N'-NITROGUANIDINE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.13E-04,n/a,8.23E-05,n/a,1.17E-04,n/a,2.18E-08,n/a,1.95E-05,n/a,2.44E-05,n/a,Recommended,n/a,n/a,n/a,n/a,
70304,70-30-4,HEXACHLOROPRENE,n/a,5.43E+04,3.37E+04,1.42E+06,2.55E-05,8.07E+02,8.07E+02,Interim,n/a,n/a,1.19E-04,n/a,1.12E-04,n/a,2.28E-05,n/a,7.64E-07,n/a,1.30E-08,n/a,3.04E-06,n/a,Interim,n/a,n/a,n/a,
70382,70-38-2,DIMETHRIN,n/a,1.49E+01,3.30E+00,5.69E+04,3.87E-01,4.56E+01,4.56E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
70699,70-69-9,"1-PROPANONE, 1-(4-AMINOPHENYL)-",n/a,4.24E+00,2.45E+00,2.60E+02,2.64E-03,4.85E+01,4.85E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
71238,71-23-8,1-PROPANOL,n/a,9.33E-02,9.17E-02,2.97E+00,1.31E-03,6.49E-01,6.49E-01,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.50E+00,
71363,71-36-3,1-BUTANOL,n/a,1.10E-01,1.08E-01,5.52E+00,9.91E-04,9.43E-01,9.43E-01,Recommended,n/a,n/a,5.27E-08,n/a,5.03E-09,n/a,3.75E-08,n/a,5.90E-11,n/a,7.62E-09,n/a,1.49E-08,n/a,Recommended,n/a,n/a,2.88E+00,
71410,71-41-0,1-PENTANOL,n/a,2.14E-01,2.11E-01,1.56E+01,2.52E-03,2.40E+00,2.40E+00,Recommended,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.83E+00,
71432,71-43-2,BENZENE,n/a,6.42E-02,6.38E-02,6.60E+01,1.30E-02,2.05E+00,2.05E+00,Recommended,n/a,4.74E-07,1.20E-07,1.20E-07,3.04E-08,2.42E-07,6.14E-08,2.49E-08,6.29E-09,1.08E-07,2.74E-08,1.29E-07,3.28E-08,Recommended,Recommended,n/a,n/a,7.21E-01,
71556,71-55-6,"1,1,1-TRICHLOROETHANE",n/a,2.05E-01,2.05E-01,2.17E+01,5.45E-02,6.45E-01,6.45E-01,Recommended,1.46E+02,n/a,1.90E-08,n/a,1.64E-08,n/a,1.62E-08,n/a,4.36E-09,n/a,1.50E-08,n/a,1.51E-08,n/a,Recommended,n/a,1.20E-01,4.88E-03,
71738,71-73-8,THIOPENTAL SODIUM,n/a,6.60E+01,4.55E+01,1.45E+03,2.92E-17,1.55E+01,1.55E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
72208,72-20-8,ENDRIN,n/a,1.47E+05,1.12E+05,1.17E+07,8.55E+03,9.82E+04,9.82E+04,Recommended,n/a,n/a,3.62E-04,n/a,3.06E-04,n/a,7.80E-03,n/a,7.05E-04,n/a,9.22E-05,n/a,1.50E-04,n/a,Recommended,n/a,n/a,n/a,
72435,72-43-5,METHOXYCHLOR,n/a,2.00E+04,5.11E+03,1.24E+06,9.74E+00,2.03E+03,2.03E+03,Recommended,n/a,n/a,5.63E-07,n/a,3.36E-07,n/a,3.17E-06,n/a,2.04E-07,n/a,5.47E-09,n/a,7.64E-08,n/a,Recommended,n/a,n/a,n/a,
72480,72-48-0,ALIZARINE,n/a,6.67E+02,4.25E+02,1.63E+04,9.65E-07,3.91E+01,3.91E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
72548,72-54-8,DDD,n/a,6.27E+04,4.69E+04,2.72E+06,2.53E+03,7.91E+03,7.91E+03,Recommended,n/a,1.07E-03,n/a,8.76E-04,n/a,3.54E-02,n/a,5.09E-03,n/a,1.13E-04,n/a,1.14E-04,n/a,Recommended,n/a,n/a,n/a,n/a,
72559,72-55-9,"P,P'-DDE",n/a,7.74E+03,5.59E+03,6.99E+05,9.18E+02,1.75E+03,1.75E+03,Recommended,n/a,4.20E-05,n/a,3.82E-05,n/a,3.95E-04,n/a,7.56E-05,n/a,4.60E-06,n/a,6.01E-06,n/a,Recommended,n/a,n/a,n/a,n/a,
72560,72-56-0,"1,1-DICHLORO-2,2-BIS(ETHYLPHENYL)ETHANE",n/a,6.92E+02,2.72E+02,7.84E+04,2.14E+01,2.13E+01,2.13E+01,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
74828,74-82-8,METHANE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.50E+01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.44E-02,
74839,74-83-9,METHYL BROMIDE,n/a,1.16E+01,1.16E+01,1.59E+03,1.10E+00,5.06E+01,5.06E+01,Recommended,5.00E+00,n/a,1.14E-04,n/a,7.72E-05,n/a,6.11E-05,n/a,7.27E-06,n/a,6.72E-05,n/a,6.72E-05,n/a,Recommended,n/a,5.10E-01,1.87E-02,
74840,74-84-0,ETHANE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.81E-01,
74851,74-85-1,ETHENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.00E+00,
74862,74-86-2,ACETYLENE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.54E-01,
74873,74-87-3,METHYL CHLORIDE,n/a,6.32E-02,6.31E-02,9.12E+00,6.88E-03,2.78E-01,2.78E-01,Interim,1.30E+01,n/a,6.56E-07,n/a,4.41E-07,n/a,4.25E-07,n/a,4.80E-08,n/a,4.00E-07,n/a,4.04E-07,n/a,Interim,n/a,2.00E-02,3.83E-02,
74895,74-89-5,METHYLAMINE,n/a,4.65E-01,4.62E-01,4.46E+01,1.13E-02,7.68E+00,7.68E+00,Interim,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.70E+00,
74953,74-95-3,"METHANE, DIBROMO-",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.54E+00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
74964,74-96-4,BROMOETHANE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.11E-07,n/a,1.24E-07,n/a,1.65E-07,n/a,1.15E-08,n/a,1.10E-07,n/a,1.16E-07,n/a,Recommended,n/a,n/a,n/a,1.29E-01,
